population	color	DB	DR	LB	LR
320	1	0	12	0	1
320	1	0	3	0	0
320	1	0	7	0	1
320	1	0	8	0	0
320	1	0	7	0	0
320	1	0	2	0	0
322	2	0	0	1	0
322	2	1	0	5	0
322	3	0	0	4	0
323	2	1	0	12	0
323	3	0	0	5	2
323	2	2	0	13	0
323	0	2	0	3	1
323	2	0	0	3	3
323	2	0	0	8	0
323	2	0	0	5	0
323	0	2	0	10	0
323	2	0	0	6	0
323	2	0	0	9	0
323	0	2	0	1	0
323	2	1	0	13	0
323	2	0	0	7	0
323	0	1	0	5	0
324	2	0	0	12	0
324	2	0	0	14	0
324	2	0	0	10	0
324	2	0	0	8	0
324	2	0	0	1	0
324	2	0	0	10	0
